Semana_Inicio;Ventas_Semanales;Produccion_Semanal;Planchas_Ventas;Planchas_Produccion;Planchas_Gap
2020-12-28;600.0;99176.0;5.3999999999999995;892.584;887.184
2021-01-04;0.0;200.0;0.0;1.7999999999999998;1.7999999999999998
2021-01-11;9500.0;9500.0;85.5;85.5;0.0
2021-01-18;1792.0;648.0;16.128;5.832;-10.296
2021-01-25;1200.0;1200.0;10.799999999999999;10.799999999999999;0.0
2021-02-01;3932.0;1400.0;35.388;12.6;-22.787999999999997
2021-02-08;500.0;200.0;4.5;1.7999999999999998;-2.7
2021-02-15;3941.0;0.0;35.468999999999994;0.0;-35.468999999999994
2021-02-22;1350.0;0.0;12.149999999999999;0.0;-12.149999999999999
2021-03-01;200.0;0.0;1.7999999999999998;0.0;-1.7999999999999998
2021-03-08;9650.0;7250.0;86.85;65.25;-21.599999999999994
2021-03-15;500.0;0.0;4.5;0.0;-4.5
2021-03-22;1000.0;1000.0;9.0;9.0;0.0
2021-04-05;5150.0;4000.0;46.349999999999994;36.0;-10.349999999999994
2021-04-12;2000.0;2000.0;18.0;18.0;0.0
2021-04-19;2066.0;2000.0;18.593999999999998;18.0;-0.5939999999999976
2021-04-26;500.0;0.0;4.5;0.0;-4.5
2021-05-03;1700.0;1000.0;15.299999999999999;9.0;-6.299999999999999
2021-05-10;5000.0;5000.0;45.0;45.0;0.0
2021-05-17;1000.0;1000.0;9.0;9.0;0.0
2021-05-24;2500.0;2500.0;22.5;22.5;0.0
2021-05-31;1003.0;3166.0;9.027;28.493999999999996;19.467
2021-06-14;5500.0;5500.0;49.49999999999999;49.49999999999999;0.0
2021-06-21;2000.0;2000.0;18.0;18.0;0.0
2021-06-28;4600.0;3000.0;41.4;26.999999999999996;-14.400000000000002
2021-07-05;5750.0;5500.0;51.74999999999999;49.49999999999999;-2.25
2021-07-12;500.0;500.0;4.5;4.5;0.0
2021-07-19;5300.0;5300.0;47.699999999999996;47.699999999999996;0.0
2021-07-26;5500.0;5500.0;49.49999999999999;49.49999999999999;0.0
2021-08-09;1768.0;1768.0;15.911999999999999;15.911999999999999;0.0
2021-08-16;1800.0;2169.0;16.2;19.520999999999997;3.320999999999998
2021-08-23;3053.0;2500.0;27.476999999999997;22.5;-4.976999999999997
2021-08-30;4501.0;4569.0;40.509;41.120999999999995;0.6119999999999948
2021-09-06;4085.0;5585.0;36.765;50.26499999999999;13.499999999999993
2021-09-13;4400.0;13019.0;39.599999999999994;117.17099999999999;77.571
2021-09-20;1719.0;1719.0;15.470999999999998;15.470999999999998;0.0
2021-09-27;4000.0;5545.0;36.0;49.904999999999994;13.904999999999994
2021-10-04;6000.0;6000.0;53.99999999999999;53.99999999999999;0.0
2021-10-11;96236.0;8159.0;866.1239999999999;73.431;-792.6929999999999
2021-10-18;3317.0;1500.0;29.852999999999998;13.499999999999998;-16.353
2021-10-25;6130.0;1650.0;55.169999999999995;14.85;-40.31999999999999
2021-11-01;1453.0;5743.0;13.076999999999998;51.687;38.61
2021-11-08;6352.0;5749.0;57.16799999999999;51.74099999999999;-5.427
2021-11-15;3101.0;0.0;27.909;0.0;-27.909
2021-11-22;3820.0;10500.0;34.379999999999995;94.49999999999999;60.11999999999999
2021-11-29;4232.0;5829.0;38.087999999999994;52.461;14.373000000000005
2021-12-06;16618.0;11300.0;149.56199999999998;101.69999999999999;-47.861999999999995
2021-12-13;3672.0;6067.0;33.047999999999995;54.602999999999994;21.555
2021-12-20;655.0;4571.0;5.895;41.138999999999996;35.244
2021-12-27;856.0;0.0;7.704;0.0;-7.704
2022-01-03;6691.0;3500.0;60.218999999999994;31.499999999999996;-28.718999999999998
2022-01-10;10242.0;3243.0;92.178;29.186999999999998;-62.991
2022-01-17;7372.0;12950.0;66.348;116.55;50.202
2022-01-24;3069.0;2800.0;27.621;25.2;-2.4209999999999994
2022-01-31;1340.0;6341.0;12.059999999999999;57.068999999999996;45.009
2022-02-07;856.0;0.0;7.704;0.0;-7.704
2022-02-14;1875.0;2169.0;16.875;19.520999999999997;2.6459999999999972
2022-02-21;899.0;0.0;8.091;0.0;-8.091
2022-02-28;1222.0;0.0;10.998;0.0;-10.998
2022-03-07;695.0;0.0;6.255;0.0;-6.255
2022-03-14;768.0;0.0;6.911999999999999;0.0;-6.911999999999999
2022-03-21;1403.0;0.0;12.626999999999999;0.0;-12.626999999999999
2022-03-28;2444.0;5000.0;21.996;45.0;23.004
2022-04-04;1180.0;655.0;10.62;5.895;-4.725
2022-04-11;400.0;0.0;3.5999999999999996;0.0;-3.5999999999999996
2022-04-18;2015.0;0.0;18.134999999999998;0.0;-18.134999999999998
2022-04-25;2612.0;0.0;23.508;0.0;-23.508
2022-05-02;4275.0;3400.0;38.474999999999994;30.599999999999998;-7.8749999999999964
2022-05-09;1154.0;5674.0;10.386;51.065999999999995;40.67999999999999
2022-05-16;1502.0;0.0;13.517999999999999;0.0;-13.517999999999999
2022-05-23;2030.0;2000.0;18.27;18.0;-0.2699999999999996
2022-05-30;1499.0;3650.0;13.491;32.849999999999994;19.358999999999995
2022-06-06;1052.0;0.0;9.468;0.0;-9.468
2022-06-13;1277.0;4.0;11.492999999999999;0.036;-11.456999999999999
2022-06-20;1836.0;4868.0;16.523999999999997;43.812;27.288
2022-06-27;1608.0;0.0;14.472;0.0;-14.472
2022-07-04;825.0;3150.0;7.425;28.349999999999998;20.924999999999997
2022-07-11;2916.0;3105.0;26.244;27.944999999999997;1.700999999999997
2022-07-18;1058.0;0.0;9.521999999999998;0.0;-9.521999999999998
2022-07-25;1373.0;0.0;12.357;0.0;-12.357
2022-08-01;761.0;0.0;6.848999999999999;0.0;-6.848999999999999
2022-08-08;787.0;0.0;7.082999999999999;0.0;-7.082999999999999
2022-08-15;1049.0;0.0;9.440999999999999;0.0;-9.440999999999999
2022-08-22;855.0;4027.0;7.694999999999999;36.242999999999995;28.547999999999995
2022-08-29;1381.0;0.0;12.428999999999998;0.0;-12.428999999999998
2022-09-05;755.0;0.0;6.795;0.0;-6.795
2022-09-12;929.0;0.0;8.360999999999999;0.0;-8.360999999999999
2022-09-19;486.0;0.0;4.374;0.0;-4.374
2022-09-26;713.0;5823.0;6.417;52.407;45.989999999999995
2022-10-03;1735.0;0.0;15.614999999999998;0.0;-15.614999999999998
2022-10-10;1922.0;0.0;17.298;0.0;-17.298
2022-10-17;1320.0;0.0;11.879999999999999;0.0;-11.879999999999999
2022-10-24;1614.0;0.0;14.525999999999998;0.0;-14.525999999999998
2022-10-31;983.0;8887.0;8.847;79.98299999999999;71.136
2022-11-07;1082.0;160.0;9.738;1.44;-8.298
2022-11-14;1150.0;0.0;10.35;0.0;-10.35
2022-11-21;990.0;0.0;8.91;0.0;-8.91
2022-11-28;511.0;0.0;4.598999999999999;0.0;-4.598999999999999
2022-12-05;600.0;0.0;5.3999999999999995;0.0;-5.3999999999999995
2022-12-12;1227.0;100.0;11.043;0.8999999999999999;-10.142999999999999
2022-12-19;1580.0;0.0;14.219999999999999;0.0;-14.219999999999999
2022-12-26;628.0;5676.0;5.651999999999999;51.083999999999996;45.431999999999995
2023-01-02;1145.0;0.0;10.305;0.0;-10.305
2023-01-09;1756.0;0.0;15.803999999999998;0.0;-15.803999999999998
2023-01-16;660.0;0.0;5.9399999999999995;0.0;-5.9399999999999995
2023-01-23;970.0;0.0;8.729999999999999;0.0;-8.729999999999999
2023-01-30;1544.0;0.0;13.895999999999999;0.0;-13.895999999999999
2023-02-06;753.0;0.0;6.776999999999999;0.0;-6.776999999999999
2023-02-13;2345.0;5573.0;21.104999999999997;50.157;29.052
2023-02-20;729.0;0.0;6.561;0.0;-6.561
2023-02-27;2000.0;0.0;18.0;0.0;-18.0
2023-03-06;776.0;0.0;6.983999999999999;0.0;-6.983999999999999
2023-03-13;1853.0;5450.0;16.677;49.05;32.373
2023-03-20;254.0;5761.0;2.286;51.849;49.562999999999995
2023-03-27;635.0;0.0;5.715;0.0;-5.715
2023-04-03;640.0;0.0;5.76;0.0;-5.76
2023-04-10;1110.0;5646.0;9.989999999999998;50.81399999999999;40.824
2023-04-17;848.0;5601.0;7.632;50.409;42.777
2023-04-24;2195.0;0.0;19.755;0.0;-19.755
2023-05-01;1723.0;0.0;15.507;0.0;-15.507
2023-05-08;1694.0;0.0;15.245999999999999;0.0;-15.245999999999999
2023-05-15;1656.0;0.0;14.903999999999998;0.0;-14.903999999999998
2023-05-22;2722.0;0.0;24.497999999999998;0.0;-24.497999999999998
2023-05-29;630.0;11373.0;5.67;102.357;96.687
2023-06-05;925.0;6900.0;8.325;62.099999999999994;53.77499999999999
2023-06-12;915.0;0.0;8.235;0.0;-8.235
2023-06-19;1036.0;0.0;9.324;0.0;-9.324
2023-06-26;550.0;0.0;4.949999999999999;0.0;-4.949999999999999
2023-07-03;1320.0;0.0;11.879999999999999;0.0;-11.879999999999999
2023-07-10;1232.0;0.0;11.088;0.0;-11.088
2023-07-17;1010.0;0.0;9.09;0.0;-9.09
2023-07-24;300.0;0.0;2.6999999999999997;0.0;-2.6999999999999997
2023-07-31;1532.0;0.0;13.787999999999998;0.0;-13.787999999999998
2023-08-07;2576.0;0.0;23.183999999999997;0.0;-23.183999999999997
2023-08-14;1806.0;0.0;16.253999999999998;0.0;-16.253999999999998
2023-08-21;1250.0;0.0;11.25;0.0;-11.25
2023-08-28;540.0;0.0;4.859999999999999;0.0;-4.859999999999999
2023-09-04;1950.0;5640.0;17.549999999999997;50.76;33.21
2023-09-11;2007.0;0.0;18.063;0.0;-18.063
2023-09-18;2044.0;0.0;18.395999999999997;0.0;-18.395999999999997
2023-09-25;4279.0;0.0;38.510999999999996;0.0;-38.510999999999996
2023-10-02;2824.0;0.0;25.415999999999997;0.0;-25.415999999999997
2023-10-09;1530.0;5632.0;13.77;50.687999999999995;36.91799999999999
2023-10-16;588.0;0.0;5.292;0.0;-5.292
2023-10-23;1850.0;1000.0;16.65;9.0;-7.649999999999999
2023-10-30;829.0;0.0;7.460999999999999;0.0;-7.460999999999999
2023-11-06;780.0;0.0;7.02;0.0;-7.02
2023-11-13;1624.0;1500.0;14.616;13.499999999999998;-1.1160000000000014
2023-11-20;2087.0;3031.0;18.782999999999998;27.278999999999996;8.495999999999999
2023-11-27;605.0;0.0;5.444999999999999;0.0;-5.444999999999999
2023-12-04;495.0;200.0;4.455;1.7999999999999998;-2.6550000000000002
2023-12-11;2829.0;5656.0;25.461;50.903999999999996;25.442999999999998
2023-12-18;725.0;0.0;6.5249999999999995;0.0;-6.5249999999999995
2023-12-25;1015.0;0.0;9.135;0.0;-9.135
2024-01-01;1307.0;0.0;11.763;0.0;-11.763
2024-01-08;3035.0;1065.0;27.314999999999998;9.584999999999999;-17.729999999999997
2024-01-15;1665.0;700.0;14.985;6.3;-8.684999999999999
2024-01-22;2119.0;8900.0;19.070999999999998;80.1;61.028999999999996
2024-01-29;1994.0;850.0;17.945999999999998;7.6499999999999995;-10.296
2024-02-05;1330.0;0.0;11.969999999999999;0.0;-11.969999999999999
2024-02-12;1054.0;0.0;9.485999999999999;0.0;-9.485999999999999
2024-02-19;1918.0;1646.0;17.262;14.813999999999998;-2.448000000000002
2024-02-26;2818.0;5000.0;25.362;45.0;19.638
2024-03-04;1140.0;4900.0;10.26;44.099999999999994;33.839999999999996
2024-03-11;4215.0;2080.0;37.934999999999995;18.72;-19.214999999999996
2024-03-18;12295.0;11500.0;110.65499999999999;103.49999999999999;-7.155000000000001
2024-03-25;355.0;500.0;3.195;4.5;1.3050000000000002
2024-04-01;1410.0;242.0;12.69;2.178;-10.512
2024-04-08;2200.0;0.0;19.799999999999997;0.0;-19.799999999999997
2024-04-15;680.0;1433.0;6.119999999999999;12.896999999999998;6.776999999999999
2024-04-22;1960.0;4801.0;17.639999999999997;43.208999999999996;25.569
2024-04-29;177.0;0.0;1.593;0.0;-1.593
2024-05-06;1050.0;0.0;9.45;0.0;-9.45
2024-05-13;790.0;5656.0;7.109999999999999;50.903999999999996;43.794
2024-05-20;1962.0;0.0;17.657999999999998;0.0;-17.657999999999998
2024-05-27;564.0;6648.0;5.076;59.831999999999994;54.75599999999999
2024-06-03;288.0;0.0;2.5919999999999996;0.0;-2.5919999999999996
2024-06-10;772.0;0.0;6.9479999999999995;0.0;-6.9479999999999995
2024-06-17;260.0;0.0;2.34;0.0;-2.34
2024-06-24;2406.0;0.0;21.654;0.0;-21.654
2024-07-01;3362.0;5670.0;30.258;51.029999999999994;20.771999999999995
2024-07-08;1444.0;2005.0;12.995999999999999;18.044999999999998;5.0489999999999995
2024-07-15;1231.0;0.0;11.078999999999999;0.0;-11.078999999999999
2024-07-22;630.0;0.0;5.67;0.0;-5.67
2024-07-29;2676.0;0.0;24.084;0.0;-24.084
2024-08-05;1075.0;5650.0;9.674999999999999;50.849999999999994;41.175
2024-08-12;1720.0;0.0;15.479999999999999;0.0;-15.479999999999999
2024-08-19;1357.0;0.0;12.213;0.0;-12.213
2024-08-26;1500.0;0.0;13.499999999999998;0.0;-13.499999999999998
2024-09-02;1310.0;0.0;11.79;0.0;-11.79
2024-09-09;662.0;5774.0;5.957999999999999;51.965999999999994;46.007999999999996
2024-09-16;2794.0;0.0;25.145999999999997;0.0;-25.145999999999997
2024-09-23;125.0;562.0;1.125;5.058;3.933
2024-09-30;610.0;0.0;5.489999999999999;0.0;-5.489999999999999
2024-10-07;925.0;0.0;8.325;0.0;-8.325
2024-10-14;1086.0;0.0;9.774;0.0;-9.774
2024-10-21;900.0;5640.0;8.1;50.76;42.66
2024-10-28;557.0;0.0;5.013;0.0;-5.013
2024-11-04;900.0;0.0;8.1;0.0;-8.1
2024-11-11;1750.0;0.0;15.749999999999998;0.0;-15.749999999999998
2024-11-18;1528.0;2843.0;13.751999999999999;25.587;11.835
2024-11-25;1072.0;5679.0;9.648;51.111;41.462999999999994
2024-12-02;220.0;0.0;1.9799999999999998;0.0;-1.9799999999999998
2024-12-09;2015.0;0.0;18.134999999999998;0.0;-18.134999999999998
2024-12-16;128.0;0.0;1.152;0.0;-1.152
2024-12-23;11425.0;10000.0;102.82499999999999;90.0;-12.824999999999989
2024-12-30;10224.0;10000.0;92.01599999999999;90.0;-2.015999999999991
2025-01-06;1922.0;0.0;17.298;0.0;-17.298
2025-01-13;1741.0;0.0;15.668999999999999;0.0;-15.668999999999999
2025-01-20;2204.0;0.0;19.836;0.0;-19.836
2025-01-27;1250.0;0.0;11.25;0.0;-11.25
2025-02-03;866.0;0.0;7.794;0.0;-7.794
2025-02-10;1806.0;0.0;16.253999999999998;0.0;-16.253999999999998
2025-02-17;1342.0;0.0;12.078;0.0;-12.078
2025-03-03;12.0;11.0;0.10799999999999998;0.09899999999999999;-0.008999999999999994
2025-03-10;1760.0;7169.0;15.839999999999998;64.521;48.681000000000004
2025-03-17;885.0;0.0;7.964999999999999;0.0;-7.964999999999999
2025-03-24;4171.0;0.0;37.538999999999994;0.0;-37.538999999999994
2025-03-31;750.0;5250.0;6.749999999999999;47.24999999999999;40.49999999999999
2025-04-07;2354.0;1798.0;21.186;16.182;-5.004000000000001
2025-04-14;109.0;0.0;0.9809999999999999;0.0;-0.9809999999999999
2025-04-21;1648.0;4706.0;14.831999999999999;42.354;27.522
2025-04-28;550.0;0.0;4.949999999999999;0.0;-4.949999999999999
2025-05-05;2120.0;0.0;19.08;0.0;-19.08
2025-05-12;685.0;0.0;6.164999999999999;0.0;-6.164999999999999
2025-05-19;400.0;5688.0;3.5999999999999996;51.19199999999999;47.59199999999999
2025-05-26;1243.0;2467.0;11.187;22.203;11.016
